crn,subject,title,course_num,credits,section,campus,days,start_dates,end_dates,times,linked
80672,COMM,"Corporate Finance Theory",461,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'",""
80674,COMM,"Portfolio Theory and Management",467,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'","90625"
80676,COMM,"Portfolio Theory and Management",467,3,03," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'","90625"
90625,COMM,"Portfolio Theory and Management",467,0,T01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 1850'","80674,80676"
84272,COMM,"Applied Investment Management",471,1.5,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
89927,COMM,"Advanced Marketing Strategy",473,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
87361,COMM,"Business Co-operative Education III",483,15,01,"Off-campus Site","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","91227"
91227,COMM,"Business Co-operative Education III",483,0,T01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","87361"
84166,COMM,"Case Analysis and Presentation Skills",486,3,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1250'",""
82707,COMM,"Strategic Compensation",488,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'",""
82708,COMM,"Strategic Compensation",488,3,03," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
83419,COMM,"Strategic Human Resource Management",489,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
80677,COMM,"Purchasing and Supply Management",491,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'",""
84500,COMM,"Purchasing and Supply Management",491,3,03," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 1850'",""
82709,COMM,"Quality Management and Process Improvement",493,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
91659,COMM,"Special Topics",498,3,07," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
83568,CHEP,"Global Health Certificate Global and Planetary Health",403,3,W01,"Off-campus Site","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1920'",""
88716,CHEP,"Global Health Certificate Global and Planetary Health",403,3,W03,"Off-campus Site","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1920'",""
81265,CHEP,"Introduction to Epidemiology and Biostatistics",800,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
91530,CHEP,"Epidemiology II",801,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
84192,CHEP,"Applied Statistical Methods for Follow Up Data",806,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
90363,CHEP,"Introduction to Community and Population Health Equity",821,2,01," USask - Main Saskatoon Campus","'Monday,Tuesday,Wednesday,Thursday,Friday'","'04-Sep-2025'","'23-Sep-2025'","'0900 - 1150'",""
90364,CHEP,"Introduction to Community and Population Health Research Methods",822,2,01," USask - Main Saskatoon Campus","'Monday,Tuesday,Wednesday,Thursday,Friday'","'24-Sep-2025'","'17-Oct-2025'","'0900 - 1150'",""
90365,CHEP,"Introduction to Health Care and Public Health Systems",823,2,01," USask - Main Saskatoon Campus","'Monday,Tuesday,Wednesday,Thursday,Friday'","'20-Oct-2025'","'07-Nov-2025'","'0900 - 1150'",""
90367,CHEP,"Qualitative and Alternative Research Skills in Community and Population Health",824,2,01," USask - Main Saskatoon Campus","'Monday,Tuesday,Wednesday,Thursday,Friday'","'17-Nov-2025'","'05-Dec-2025'","'0900 - 1150'",""
90406,CHEP,"SAS for Health Research",898,1,01," USask - Main Saskatoon Campus","'Monday,Friday'","'15-Sep-2025'","'22-Sep-2025'","'1300 - 1550'",""
90409,CHEP,"SPSS for Health Research",898,1,03," USask - Main Saskatoon Campus","'Monday,Friday'","'20-Oct-2025'","'27-Oct-2025'","'1300 - 1550'",""
90411,CHEP,"R Software for Health Research",898,1,05," USask - Main Saskatoon Campus","'Monday,Friday'","'17-Nov-2025'","'24-Nov-2025'","'1300 - 1555'",""
81490,CHEP,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1200 - 1250'",""
90358,CHEP,"Seminar",990,0.01,W01,"Off-campus Site","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1200 - 1250'",""
81439,CHEP,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
81126,CHEP,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
84091,CME,"Microprocessor Based Embedded Systems",331,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1420'","84129,84128"
84128,CME,"Microprocessor Based Embedded Systems",331,0,L01," USask - Main Saskatoon Campus","'Tuesday', 'Tuesday', 'Tuesday', 'Tuesday', 'Tuesday', 'Tuesday'","'09-Sep-2025', '23-Sep-2025', '07-Oct-2025', '21-Oct-2025', '04-Nov-2025', '25-Nov-2025'","'09-Sep-2025', '23-Sep-2025', '07-Oct-2025', '21-Oct-2025', '04-Nov-2025', '25-Nov-2025'","'0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120'","84091"
84129,CME,"Microprocessor Based Embedded Systems",331,0,L03," USask - Main Saskatoon Campus","'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday'","'10-Sep-2025', '24-Sep-2025', '08-Oct-2025', '22-Oct-2025', '05-Nov-2025', '26-Nov-2025'","'10-Sep-2025', '24-Sep-2025', '08-Oct-2025', '22-Oct-2025', '05-Nov-2025', '26-Nov-2025'","'0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120', '0830 - 1120'","84091"
84093,CME,"Logic Design Using FPGAs",341,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'","84094"
84094,CME,"Logic Design Using FPGAs",341,0,L01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'","84093"
82396,CME,"Digital Systems Architecture",433,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","84258"
84258,CME,"Digital Systems Architecture",433,0,L01," USask - Main Saskatoon Campus","'Friday', 'Friday', 'Friday', 'Friday', 'Friday', 'Friday'","'12-Sep-2025', '26-Sep-2025', '10-Oct-2025', '24-Oct-2025', '07-Nov-2025', '28-Nov-2025'","'12-Sep-2025', '26-Sep-2025', '10-Oct-2025', '24-Oct-2025', '07-Nov-2025', '28-Nov-2025'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","82396"
82398,CME,"Verification of Digital Systems",435,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","82863"
82863,CME,"Verification of Digital Systems",435,0,T01," USask - Main Saskatoon Campus","'Monday', 'Monday', 'Monday', 'Monday', 'Monday'","'15-Sep-2025', '29-Sep-2025', '27-Oct-2025', '17-Nov-2025', '01-Dec-2025'","'15-Sep-2025', '29-Sep-2025', '27-Oct-2025', '17-Nov-2025', '01-Dec-2025'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","82398"
91020,CME,"Embedded Machine Learning",465,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'","91055"
91055,CME,"Embedded Machine Learning",465,0,L01," USask - Main Saskatoon Campus","'Friday', 'Friday', 'Friday', 'Friday', 'Friday', 'Friday'","'19-Sep-2025', '03-Oct-2025', '17-Oct-2025', '31-Oct-2025', '21-Nov-2025', '05-Dec-2025'","'19-Sep-2025', '03-Oct-2025', '17-Oct-2025', '31-Oct-2025', '21-Nov-2025', '05-Dec-2025'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","91020"
82486,CME,"Capstone Design Project",495,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
85763,CMPT,"Introduction to Creative Computing",140,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","85771,85772,85776"
85771,CMPT,"Introduction to Creative Computing",140,0,L01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","85763"
85772,CMPT,"Introduction to Creative Computing",140,0,L03," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1350'","85763"
85776,CMPT,"Introduction to Creative Computing",140,0,L11," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","85763"
85765,CMPT,"Introduction to Computer Science",141,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","85778,85782,85780,85781,85783,85779"
85846,CMPT,"Introduction to Computer Science",141,3,03," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'","85782,85783,85781,85779,85780,85778"
85778,CMPT,"Introduction to Computer Science",141,0,L01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","85765,85846"
85779,CMPT,"Introduction to Computer Science",141,0,L03," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","85765,85846"
85780,CMPT,"Introduction to Computer Science",141,0,L05," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","85765,85846"
85781,CMPT,"Introduction to Computer Science",141,0,L07," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1350'","85765,85846"
85782,CMPT,"Introduction to Computer Science",141,0,L09," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1650'","85765,85846"
85783,CMPT,"Introduction to Computer Science",141,0,L11," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'","85765,85846"
80036,CMPT,"Programming Principles and Practice",214,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'","90245,80890,87161,85118,85878,88269,80889,90243,89931,88645,80891,87162"
88268,CMPT,"Programming Principles and Practice",214,3,03," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","89931,80889,88269,80891,90245,88645,90243,87162,80890,85118,87161,85878"
80889,CMPT,"Programming Principles and Practice",214,0,T01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","80036,88268"
80890,CMPT,"Programming Principles and Practice",214,0,T03," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","80036,88268"
80891,CMPT,"Programming Principles and Practice",214,0,T05," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","80036,88268"
85118,CMPT,"Programming Principles and Practice",214,0,T07," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","80036,88268"
85878,CMPT,"Programming Principles and Practice",214,0,T09," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","80036,88268"
87161,CMPT,"Programming Principles and Practice",214,0,T11," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1350'","80036,88268"
87162,CMPT,"Programming Principles and Practice",214,0,T13," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'","80036,88268"
88269,CMPT,"Programming Principles and Practice",214,0,T15," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","80036,88268"
88645,CMPT,"Programming Principles and Practice",214,0,T17," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","80036,88268"
89931,CMPT,"Programming Principles and Practice",214,0,T19," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","80036,88268"
90243,CMPT,"Programming Principles and Practice",214,0,T21," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'","80036,88268"
90245,CMPT,"Programming Principles and Practice",214,0,T23," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","80036,88268"
81778,CMPT,"Developing Object-Oriented Systems",270,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1420'","81779,85885,81780,87165,81781,87164"
88270,CMPT,"Developing Object-Oriented Systems",270,3,03," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0920'","81779,85885,81781,87164,81780,87165"
81779,CMPT,"Developing Object-Oriented Systems",270,0,T01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","81778,88270"
81780,CMPT,"Developing Object-Oriented Systems",270,0,T03," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","81778,88270"
81781,CMPT,"Developing Object-Oriented Systems",270,0,T05," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","81778,88270"
85885,CMPT,"Developing Object-Oriented Systems",270,0,T07," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1050'","81778,88270"
87164,CMPT,"Developing Object-Oriented Systems",270,0,T09," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","81778,88270"
87165,CMPT,"Developing Object-Oriented Systems",270,0,T11," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'","81778,88270"
83049,CMPT,"Website Design and Development",281,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'","87643"
87643,CMPT,"Website Design and Development",281,0,T01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","83049"
83347,CMPT,"Game Mechanics",306,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","84895,84896,87629"
84895,CMPT,"Game Mechanics",306,0,T01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'","83347"
84896,CMPT,"Game Mechanics",306,0,T03," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1450'","83347"
87629,CMPT,"Game Mechanics",306,0,T05," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","83347"
80038,CMPT,"Operating Systems Concepts",332,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","81765,87167,87166,81764"
81764,CMPT,"Operating Systems Concepts",332,0,T01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'","80038"
81765,CMPT,"Operating Systems Concepts",332,0,T03," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'","80038"
87166,CMPT,"Operating Systems Concepts",332,0,T05," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'","80038"
87167,CMPT,"Operating Systems Concepts",332,0,T07," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1420'","80038"
89345,CMPT,"Algorithm Design Analysis and Correctness",360,3,03," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1900 - 2020'",""
80040,CMPT,"Intermediate Software Engineering",370,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","88306,89799,88309,89798"
88306,CMPT,"Intermediate Software Engineering",370,0,T01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'","80040"
88309,CMPT,"Intermediate Software Engineering",370,0,T03," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","80040"
89798,CMPT,"Intermediate Software Engineering",370,0,T05," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1150'","80040"
89799,CMPT,"Intermediate Software Engineering",370,0,T07," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'","80040"
88329,CMPT,"Implementation of Graphical User Interfaces",381,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'","88332,88333,88334,88331"
89392,CMPT,"Implementation of Graphical User Interfaces",381,3,03," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'","88333,88334,88331,88332"
88331,CMPT,"Implementation of Graphical User Interfaces",381,0,T01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0920'","88329,89392"
88332,CMPT,"Implementation of Graphical User Interfaces",381,0,T03," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0920'","88329,89392"
88333,CMPT,"Implementation of Graphical User Interfaces",381,0,T05," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","88329,89392"
88334,CMPT,"Implementation of Graphical User Interfaces",381,0,T07," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","88329,89392"
84444,CMPT,"Simulation Principles",394,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
80707,CMPT,"Research Topics in Computer Science",400,1.5,01," USask - Main Saskatoon Campus","'Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1650'",""
80708,CMPT,"Project Design and Implementation",405,1.5,01," USask - Main Saskatoon Campus","'Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1650'",""
89785,CMPT,"Research Topics in Applied Computing",407,1.5,01," USask - Main Saskatoon Campus","'Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1650'",""
82531,CMPT,"Social Computing and Participative Web 2.0",412,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'",""
88327,CMPT,"Machine Learning",423,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
91758,CMPT,"Introduction to Computer Security",438,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday', 'Friday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1000 - 1120', '1500 - 1620'",""
84043,CMPT,"Compiler Design and Implementation",442,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'",""
91054,CMPT,"Cloud and Mobile Computing",453,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
81300,CMPT,"Image Processing and Computer Vision",487,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
81333,CMPT,"Advanced Image Processing and Computer Vision",819,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
85574,CMPT,"Topics in Learning and Intelligent Systems",820,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
84051,CMPT,"Compilers",823,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'",""
90645,CMPT,"Cognitive Scientific Approaches to AI",827,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
89697,CMPT,"Foundations of Computer Security",838,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday', 'Friday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1000 - 1120', '1500 - 1620'",""
84044,CMPT,"Mobile and Cloud Computing",842,3,01," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 1120'",""
83763,CMPT,"Software Maintenance and Evolution",846,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1250'",""
83678,CMPT,"Topics in Modeling and Operations Research",858,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
86291,CMPT,"Advanced Parallel and Distributed Systems",865,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
85186,CREE,"nehiyawetan Let Us Speak Cree",110,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
91065,CREE,"nehiyawetan Let Us Speak Cree",110,3,87," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
90515,CREE,"nehiyawetan Let Us Speak Cree",110,3,97,"St. Peter&#39;s College","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1615 - 1905'",""
89869,CPSJ,"Introduction to Peace Studies",112,3,61," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
89870,CPSJ,"Introduction to Peace Studies",112,3,63," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
90514,CPSJ,"Introduction to Peace Studies",112,3,WS1,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
89871,CPSJ,"Cultivating Humanity",203,3,61," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
88192,ECUR,"Mathematical Content Knowledge for Teaching School Mathematics",163,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'",""
86576,ECUR,"Is This a Course About Science",164,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
86577,ECUR,"Introduction to Teaching in Secondary Schools",165,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1150'",""
91580,ECUR,"Curriculum and Instruction",200,3,02," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 1120'",""
90576,ECUR,"Curriculum and Instruction",200,3,87," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1250'",""
86578,ECUR,"Teaching for Reconciliation in the K to 12 Curricula",265,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
87557,ECUR,"Early Literacy Prekindergarten to Grade 3",307,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
88874,ECUR,"Early Literacy Prekindergarten to Grade 3",307,3,03," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1700 - 1950'",""
85130,ECUR,"Introduction to Elementary English Language Arts",309,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
85131,ECUR,"Introduction to Elementary English Language Arts",309,3,03," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
86285,ECUR,"Introduction to Elementary English Language Arts",309,3,87," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
87257,ECUR,"Introduction to Elementary English Language Arts",309,3,C41,"Northlands College","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
90612,ECUR,"Introduction to Elementary English Language Arts",309,3,C43,"Northlands College","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
90613,ECUR,"Introduction to Elementary English Language Arts",309,3,C45,"Northlands College","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
90615,ECUR,"Introduction to Elementary English Language Arts",309,3,C49,"Northlands College","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
85276,ECUR,"Introduction to Elementary English Language Arts",309,3,G81," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
85557,ECUR,"Introduction to Elementary English Language Arts",309,3,G85,"Gabriel Dumont Prince Albert","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
80567,ECUR,"Methods in K to 9 Mathematics I",311,3,87," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
