crn,subject,title,course_num,credits,section,campus,days,start_dates,end_dates,times,linked
91726,XCHG,"Eotvos Lorand Tudomanyegyetem",000,15,213,"Off-campus Site","","","","",""
91703,XCHG,"Academic Exchange Ecole de Management de Lyon",000,15,214,"Off-campus Site","","","","",""
91880,XCHG,"Lunds universitet",000,15,215,"Off-campus Site","","","","",""
91881,XCHG,"Mahidol University",000,15,216,"Off-campus Site","","","","",""
80756,ACC,"Honours Seminar in Accounting",400,3,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
88037,AREC,"History of Indigenous Agriculture in Canada",220,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
88814,AREC,"Introduction to Farm Business Management",222,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'",""
90945,AREC,"Natural Resource Economics",238,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
85900,AREC,"Introduction to Agricultural Policy",251,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
85901,AREC,"Agribusiness Taxation",254,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1650'",""
90946,AREC,"Agricultural Data Analytics I",261,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'","90948,90947"
90947,AREC,"Agricultural Data Analytics I",261,0,L01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1650'","90946"
90948,AREC,"Agricultural Data Analytics I",261,0,L02," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1650'","90946"
85902,AREC,"Application of Microeconomic Theory to Agriculture",315,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
85908,AREC,"Principles of Selling",346,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
85909,AREC,"Agribusiness Marketing Management",347,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1020'",""
85914,AREC,"Operations Management for Agriculture",420,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
85916,AREC,"Case Studies in Agribusiness Management",428,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
86712,AREC,"Advanced Natural Resource Economics",430,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
85921,AREC,"Agricultural Marketing Systems",440,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
91265,AREC,"Competition Regulation and Antitrust Theory and Applications",445,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1420'",""
85923,AREC,"Research Project and Technical Writing",492,1.5,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85924,AREC,"Research and Technical Writing Honours Thesis",494,3,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85947,AREC,"Applied Microeconomic Theory",820,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
86041,AREC,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1500 - 1650'",""
85950,AREC,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86183,AREC,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
89773,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'","90567,89777,89783,89776,90566,89780,89781,89775,89782,90568,89778,89774,90569,90570,89779"
89774,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","89773"
89775,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T02," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","89773"
89776,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T03," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","89773"
89777,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T04," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","89773"
89778,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T05," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","89773"
89779,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T06," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","89773"
89780,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T07," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","89773"
89781,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T08," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","89773"
89782,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T09," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","89773"
89783,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T10," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","89773"
90566,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T11," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","89773"
90567,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T12," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","89773"
90568,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T13," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1520'","89773"
90569,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T14," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1620'","89773"
90570,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,0,T15," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1720'","89773"
90550,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90551,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W11,"Suncrest College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90552,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W15," USask - Prince Albert Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90553,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W21,"Great Plains College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90554,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W41,"Northlands College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90555,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W51,"North West College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90556,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W81,"Southeast College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
91273,AGRC,"Scientific Literacy and Communication for the Agricultural Sciences",110,3,W97,"St. Peter&#39;s College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
80257,AGRC,"Introduction to Plant and Soil Sciences",111,3,01A," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'","85220,85492,85637,85222,85638,85223,85219,85221"
85219,AGRC,"Introduction to Plant and Soil Sciences",111,0,L01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1520'","80257"
85220,AGRC,"Introduction to Plant and Soil Sciences",111,0,L02," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1520'","80257"
85221,AGRC,"Introduction to Plant and Soil Sciences",111,0,L03," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1720'","80257"
85222,AGRC,"Introduction to Plant and Soil Sciences",111,0,L04," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1720'","80257"
85223,AGRC,"Introduction to Plant and Soil Sciences",111,0,L05," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1520'","80257"
85492,AGRC,"Introduction to Plant and Soil Sciences",111,0,L06," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1520'","80257"
85637,AGRC,"Introduction to Plant and Soil Sciences",111,0,L07," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1720'","80257"
85638,AGRC,"Introduction to Plant and Soil Sciences",111,0,L08," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1720'","80257"
85939,AGRC,"Introduction to Plant and Soil Sciences",111,3,W01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85943,AGRC,"Introduction to Plant and Soil Sciences",111,3,W11,"Suncrest College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85945,AGRC,"Introduction to Plant and Soil Sciences",111,3,W15," USask - Prince Albert Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90138,AGRC,"Introduction to Plant and Soil Sciences",111,3,W21,"Great Plains College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86603,AGRC,"Introduction to Plant and Soil Sciences",111,3,W41,"Northlands College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86604,AGRC,"Introduction to Plant and Soil Sciences",111,3,W51,"North West College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85946,AGRC,"Introduction to Plant and Soil Sciences",111,3,W97,"St. Peter&#39;s College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
83433,AGRC,"Animal Agriculture and Food Science",112,3,W01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
83434,AGRC,"Animal Agriculture and Food Science",112,3,W11,"Suncrest College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
83435,AGRC,"Animal Agriculture and Food Science",112,3,W15," USask - Prince Albert Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
83436,AGRC,"Animal Agriculture and Food Science",112,3,W21,"Great Plains College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86605,AGRC,"Animal Agriculture and Food Science",112,3,W41,"Northlands College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
83437,AGRC,"Animal Agriculture and Food Science",112,3,W51,"North West College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
88561,AGRC,"Animal Agriculture and Food Science",112,3,W81,"Southeast College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
91272,AGRC,"Animal Agriculture and Food Science",112,3,W97,"St. Peter&#39;s College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90343,AGRC,"Work Integrated Learning Concentration",800,0.01,01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
91674,APPY,"Everything Changed When They Wrote Science as a Story",808,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1700 - 2100'",""
89887,APPY,"Advanced Topics in Developmental Biology",821,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
88104,APPY,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'",""
88106,APPY,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
88107,APPY,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85224,ANBI,"Equine Science",320,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday', 'Tuesday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1000 - 1120', '1330 - 1520'",""
88940,ANBI,"Canine and Feline Science",360,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1030 - 1120'",""
84191,ANBI,"Applied Animal Biotechnology",470,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0920'",""
90949,ANBI,"Literature Thesis in Animal Bioscience",492,1.5,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1750'",""
84203,ANBI,"Research Thesis in Animal Bioscience",494,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1750'",""
80493,ANSC,"Livestock and Poultry Production",212,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'","80496,80495"
80495,ANSC,"Livestock and Poultry Production",212,0,L01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1520'","80493"
80496,ANSC,"Livestock and Poultry Production",212,0,L02," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1530 - 1720'","80493"
81665,ANSC,"Animal Production Tour",301,3,01," USask - Main Saskatoon Campus","'Thursday', 'Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday'","'30-Aug-2025', '23-Aug-2025'","'18-Sep-2025', '29-Aug-2025'","'1700 - 2000', 'None - None'",""
80454,ANSC,"Animal and Poultry Nutrition",315,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Wednesday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'0930 - 1020', '1330 - 1520'",""
88054,ANSC,"Feed Technology",316,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Friday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1230 - 1320', '1330 - 1520'",""
87571,ANSC,"Cow Calf Management",410,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday', 'Tuesday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'0830 - 0950', '1300 - 1620'",""
80463,ANSC,"Poultry Production",440,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Monday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1030 - 1120', '1330 - 1620'",""
84528,ANSC,"Intensive Management of Dairy Cattle",460,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday', 'Thursday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1130 - 1220', '1300 - 1650'",""
90950,ANSC,"Literature Thesis in Animal Science",492,1.5,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1750'",""
81170,ANSC,"Research Thesis in Animal Science",494,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1630 - 1750'",""
83832,ANSC,"Animal Experimentation",801,3,01," USask - Main Saskatoon Campus","'Friday', 'Tuesday,Thursday'","'03-Sep-2025', '03-Sep-2025'","'05-Dec-2025', '05-Dec-2025'","'1330 - 1720', '1430 - 1550'",""
87566,ANSC,"Advanced Animal Metabolism",802,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1100 - 1220'",""
84328,ANSC,"Nutrition of Grazing Ruminants",810,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'0900 - 1150'",""
85503,ANSC,"Welfare of Agricultural Animals",811,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0950'",""
89707,ANSC,"Advanced Ruminant Nutritional Management",863,3,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
81188,ANSC,"Applied Animal Biotechnology",870,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'0830 - 0920'",""
81479,ANSC,"Seminar",990,0.01,02," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1650'",""
81445,ANSC,"Research &ndash; Thesis",994,15,03," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
81469,ANSC,"Research &ndash; Dissertation",996,15,03," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
80001,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
80002,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,03," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'",""
80003,ANTH,"One World Many Peoples Introduction to Cultural Anthropology",111,3,05," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1600 - 1720'",""
90965,ANTH,"Introduction to Archaeology and Biological Anthropology The Human Journey",112,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1220'",""
90967,ANTH,"Introduction to Archaeology and Biological Anthropology The Human Journey",112,3,05," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
86138,ANTH,"Anthropology and Indigenous Peoples in Canada",202,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1420'",""
87580,ANTH,"Anthropological Approaches to Ethnicity and Ethnic Groups",235,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
88363,ANTH,"Cultural Landscapes and Environments",240,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
91684,ANTH,"Archaeology of Ancient Egypt",257,3,61," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
86594,ANTH,"The Practice of Ethnography",302,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1650'",""
90980,ANTH,"Human Osteology",370,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1130 - 1250'",""
91767,ANTH,"Bioarchaeology",475,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1550'",""
91685,ANTH,"Special Topics: Archaeology of Wood and Woodworking",498,3,61," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
84036,ANTH,"Community-Based Research Ethnography and Engagement",802,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1620'",""
83098,ANTH,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1620'",""
83039,ANTH,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86942,APEC,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86941,APEC,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
81375,APMC,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1230 - 1320'",""
81376,APMC,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
81377,APMC,"Research &ndash; Dissertation",996,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
85367,ARBC,"Beginning Arabic I",114,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1000 - 1120'",""
81524,ARCH,"Core Seminar in Archaeological Method and Theory",805,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1650'",""
81349,ARCH,"Seminar",990,0.01,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1430 - 1620'",""
80837,ARCH,"Research &ndash; Thesis",994,15,01," USask - Main Saskatoon Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86962,ART,"Art Today Ideas and Practices",110,3,W01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86963,ART,"Art Today Ideas and Practices",110,3,W11,"Suncrest College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
87089,ART,"Art Today Ideas and Practices",110,3,W15," USask - Prince Albert Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86964,ART,"Art Today Ideas and Practices",110,3,W21,"Great Plains College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86965,ART,"Art Today Ideas and Practices",110,3,W41,"Northlands College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86966,ART,"Art Today Ideas and Practices",110,3,W51,"North West College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
86967,ART,"Art Today Ideas and Practices",110,3,W81,"Southeast College","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
91208,ART,"Foundation in Painting I",122,3,02," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'",""
91207,ART,"Foundation in Painting I",122,3,03," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
91217,ART,"Foundation in Drawing I",124,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
91218,ART,"Foundation in Drawing I",124,3,02," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
91219,ART,"Foundation in Drawing I",124,3,03," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
91221,ART,"Foundation in Drawing I",124,3,05," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'",""
91226,ART,"Foundation in Drawing I",124,3,97,"St. Peter&#39;s College","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
84519,ART,"Sculpture I Foundation",141,3,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
89391,ART,"Sculpture I Foundation",141,3,02," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
84090,ART,"Sculpture I Foundation",141,3,91," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
86626,ART,"Introductory Printmaking I",151,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
86627,ART,"Introductory Printmaking II",152,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'",""
81990,ART,"Foundation in Photography I",161,3,06," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
91211,ART,"Photography II",217,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
88406,ART,"Drawing and Related Work II A",220,3,01," USask - Main Saskatoon Campus","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
88634,ART,"Drawing and Related Work II A",220,3,97,"St. Peter&#39;s College","'Thursday'","'03-Sep-2025'","'05-Dec-2025'","'1300 - 1550'",""
88407,ART,"Painting and Related Work II A",222,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
88532,ART,"Video Art and Sound I",230,3,02," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'",""
87679,ART,"Animation and Digital Space I",231,3,01," USask - Main Saskatoon Campus","'Monday'","'03-Sep-2025'","'05-Dec-2025'","'1730 - 2020'",""
87699,ART,"Digital Imagery",235,3,W01,"Off-campus Site","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
90081,ART,"Digital Imagery",235,3,W15," USask - Prince Albert Campus","''","'03-Sep-2025'","'05-Dec-2025'","'None - None'",""
82044,ART,"Digital and Integrated Practice II A",236,3,01," USask - Main Saskatoon Campus","'Friday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
80007,ART,"Sculpture and Related Work II A",241,3,01," USask - Main Saskatoon Campus","'Wednesday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
91212,ART,"Photography III A",317,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'0930 - 1220'",""
88421,ART,"Drawing and Related Work III A",320,3,01," USask - Main Saskatoon Campus","'Tuesday'","'03-Sep-2025'","'05-Dec-2025'","'1330 - 1620'",""
